     0	       1       7.352	 27	  10	   1	     0	       0
     1	       0       6.784	 35	  12	   0	     0	       0
     1	       1       6.059	 40	  12	   0	     0	       0
     1	       1       6.438	 35	  12	   1	     0	       0
     1	       0       4.739	 28	  10	   0	     0	       1
     1	       1       6.617	 30	  10	   0	     0	       1
     1	       1       6.041	 35	  10	   0	     0	       1
     1	       1       4.343	 46	   7	   0	     0	       0
     1	       0       9.724	 32	  10	   0	     0	       0
     1	       1       1.855	 30	  10	   1	     0	       0
     1	       1      11.267	 45	  12	   0	     0	       1
     1	       1      15.430	 33	  16	   0	     0	       0
     1	       1       8.123	 39	  12	   0	     0	       0
     1	       1       5.813	 22	  12	   0	     0	       1
     1	       0       6.167	 27	  12	   0	     0	       0
     0	       0       4.093	 23	  10	   1	     0	       1
     0	       1       2.920	 25	  12	   1	     0	       1
     0	       0       8.111	 43	  12	   0	     0	       1
     1	       1      11.502	 38	  12	   0	     0	       0
     0	       0      11.311	 40	  12	   0	     0	       1
     1	       0       6.093	 44	  12	   1	     0	       0
     0	       0       7.718	 31	  12	   0	     0	       1
     1	       1       9.919	 42	  12	   0	     0	       0
     0	       0       0.222	 24	  12	   0	     0	       0
     1	       1       7.452	 42	  12	   0	     0	       0
     1	       1       6.382	 31	  12	   1	     0	       0
     1	       1       7.689	 38	  12	   1	     0	       0
     0	       0       6.609	 43	  12	   0	     0	       0
     0	       1       7.721	 24	  12	   0	     0	       1
     0	       0      36.357	 29	  12	   0	     0	       0
     0	       0       3.668	 31	  12	   0	     0	       0
     1	       0       8.257	 37	  12	   0	     0	       0
     1	       1      11.283	 42	  12	   0	     0	       0
     1	       1       5.714	 34	  12	   0	     0	       0
     0	       1       9.967	 25	  10	   0	     0	       1
     0	       0       7.629	 25	  10	   1	     1	       0
     1	       1      10.154	 31	  12	   0	     0	       0
     0	       0      10.370	 35	  12	   0	     1	       0
     0	       0      15.365	 40	  12	   0	     0	       1
     0	       0      11.917	 26	  12	   0	     0	       1
     1	       1      11.023	 34	  12	   0	     0	       0
     1	       1      17.598	 39	  12	   0	     0	       0
     1	       1       7.424	 43	  12	   0	     0	       0
     0	       0       8.812	 23	  12	   0	     0	       1
     1	       1       4.841	 40	  12	   0	     0	       0
     0	       0      10.848	 36	  12	   0	     0	       0
     1	       0       9.810	 25	  12	   0	     0	       1
     1	       1      15.138	 30	  12	   0	     0	       1
     1	       1       9.966	 27	  12	   0	     0	       0
     1	       1       8.328	 32	  12	   0	     0	       1
     1	       1       8.856	 37	  12	   0	     0	       0
     1	       1       7.443	 37	  10	   0	     0	       0
     0	       0      14.264	 27	  12	   0	     0	       1
     0	       1       0.000	 35	  10	   0	     0	       1
     0	       0       3.401	 39	  12	   0	     0	       1
     1	       1       0.000	 33	  16	   0	     0	       0
     1	       1       9.136	 46	  12	   0	     0	       0
     0	       0       4.839	 32	   7	   0	     0	       0
     0	       0      14.168	 28	  12	   0	     0	       1
     0	       0       7.671	 33	  12	   0	     0	       1
     1	       1       1.599	 38	  12	   0	     0	       0
     1	       1       3.853	 40	  12	   0	     0	       0
     1	       1       5.366	 40	  12	   0	     0	       1
     1	       1       7.041	 46	  12	   0	     0	       1
     0	       0      12.187	 46	  12	   0	     0	       0
     1	       1      12.408	 40	  12	   0	     0	       0
     0	       0       5.693	 26	  12	   0	     0	       1
     1	       1       3.869	 21	  12	   0	     0	       0
     0	       0       3.069	 26	  12	   1	     0	       1
     1	       1       7.588	 27	  16	   0	     0	       0
     1	       1       7.786	 44	  12	   0	     0	       0
     0	       0      12.581	 36	  12	   0	     0	       0
     1	       1       5.962	 39	  10	   1	     0	       0
     1	       1       4.406	 45	  10	   1	     0	       0
     0	       0       6.341	 31	  12	   0	     0	       0
     1	       1       7.517	 35	  12	   0	     0	       1
     1	       1       7.984	 40	  12	   0	     0	       0
     0	       0       7.823	 43	  12	   0	     0	       0
     0	       1       6.852	 24	  12	   0	     1	       0
     0	       0       8.807	 34	  12	   0	     0	       1
     1	       0       9.923	 25	  12	   0	     0	       1
     1	       1       9.148	 30	  12	   0	     0	       1
     1	       1       4.511	 43	   7	   1	     0	       1
     0	       0      15.248	 30	  12	   0	     0	       1
     0	       0       7.651	 45	  12	   0	     0	       0
     1	       1      20.515	 39	  12	   0	     0	       0
     0	       0       8.375	 41	  12	   0	     0	       0
     1	       1       7.514	 27	  12	   0	     0	       1
     1	       1       9.474	 32	  12	   0	     0	       0
     1	       1      10.149	 33	  18	   0	     0	       0
     1	       1       4.782	 31	  12	   1	     0	       0
     1	       1      10.472	 35	  12	   1	     0	       1
     1	       1       6.762	 23	  12	   0	     1	       0
     1	       1       9.467	 29	  12	   0	     0	       1
     1	       1      10.342	 32	  12	   0	     0	       1
     0	       1       1.240	 44	  12	   0	     0	       0
     1	       0      13.820	 34	  12	   0	     0	       0
     1	       0       9.727	 40	  12	   0	     0	       0
     0	       0       8.853	 46	  12	   0	     0	       0
     1	       1       8.061	 36	  12	   1	     0	       0
     0	       0       4.340	 42	  12	   0	     0	       0
     0	       0      13.648	 31	  12	   0	     0	       1
     1	       1       4.973	 38	  10	   1	     0	       1
     1	       0       8.427	 46	  12	   0	     0	       0
     1	       0      18.320	 46	  18	   0	     0	       0
     1	       0       7.680	 29	  10	   1	     0	       1
     1	       1       5.612	 25	  12	   0	     0	       1
     0	       0      13.554	 32	  12	   0	     0	       1
     0	       1       5.329	 26	  12	   0	     0	       0
     1	       1      10.511	 29	  12	   0	     0	       0
     1	       1      10.486	 34	  12	   0	     0	       0
     1	       0      14.071	 38	  16	   0	     0	       0
     1	       1       9.024	 32	  12	   0	     0	       0
     1	       1      14.329	 36	  12	   0	     0	       1
     1	       1       5.118	 28	  18	   0	     1	       0
     1	       1       3.044	 37	  12	   1	     0	       0
     1	       1       2.640	 38	   7	   1	     0	       0
     1	       1       2.050	 43	   7	   1	     0	       0
     0	       0       6.750	 23	  12	   1	     0	       1
     0	       1       3.383	 24	  12	   0	     0	       0
     1	       1       6.630	 40	  12	   0	     0	       0
     1	       1       7.000	 46	  12	   0	     0	       0
     1	       0       8.815	 42	  12	   0	     0	       0
     1	       1       3.450	 46	  12	   0	     0	       0
     0	       0      12.031	 42	  12	   0	     0	       0
     1	       1       6.144	 31	  12	   1	     0	       0
     0	       0      11.513	 39	  12	   0	     0	       1
     1	       0      12.167	 46	  12	   0	     0	       1
     0	       0       9.968	 28	  16	   0	     1	       0
     0	       0       5.888	 23	  12	   0	     1	       0
     1	       1      10.232	 32	  12	   0	     0	       0
     1	       1       8.017	 40	  12	   0	     0	       0
     1	       1      11.686	 45	  12	   0	     0	       0
     0	       1      28.363	 31	  12	   0	     0	       1
     1	       1       4.343	 46	   7	   1	     0	       0
     1	       1      10.554	 38	  12	   0	     0	       0
     1	       1       2.484	 29	  10	   0	     0	       1
     0	       0       5.672	 44	  12	   0	     0	       0
     1	       1      13.319	 31	  18	   1	     0	       0
     1	       1       7.678	 35	  18	   1	     0	       0
     1	       1       7.162	 24	  12	   0	     0	       0
     0	       0       7.804	 34	  12	   0	     0	       0
     1	       0      13.648	 28	  16	   0	     0	       1
     0	       0       9.311	 27	  12	   0	     0	       1
     1	       1      27.938	 46	  12	   0	     0	       0
     1	       1       6.704	 27	  12	   0	     0	       1
     1	       1       7.711	 32	  12	   0	     0	       0
     1	       1       8.576	 38	  16	   0	     0	       0
     1	       0       7.223	 26	  16	   0	     0	       1
     0	       0      11.259	 31	  16	   0	     1	       0
     0	       0      26.063	 30	  12	   0	     0	       1
     1	       1      11.776	 42	  12	   0	     0	       0
     1	       1      12.793	 46	  18	   0	     0	       0
     1	       1      11.080	 44	  12	   0	     0	       0
     1	       1       7.074	 31	  12	   0	     0	       0
     1	       1       6.679	 36	  12	   0	     0	       1
     1	       0      15.868	 45	  12	   0	     0	       0
     1	       1       7.972	 42	  16	   0	     0	       0
     0	       0       0.000	 29	  12	   1	     1	       0
     1	       1       3.030	 43	  10	   0	     0	       0
     1	       1       2.970	 27	  16	   0	     0	       0
     1	       1       9.305	 40	  12	   0	     0	       0
     1	       1       8.125	 30	  12	   0	     0	       0
     0	       1      13.033	 29	  10	   1	     0	       1
     1	       1       0.000	 39	  12	   1	     0	       0
     1	       1       2.781	 30	  12	   1	     0	       1
     1	       1       3.010	 35	  12	   1	     0	       0
     0	       0      26.056	 40	  12	   0	     0	       0
     0	       0       5.795	 46	  12	   0	     0	       0
     1	       1       0.000	 36	  12	   0	     0	       1
     1	       1       2.639	 28	  12	   0	     0	       1
     1	       1       9.087	 24	  12	   0	     0	       0
     0	       1      12.312	 34	  12	   0	     0	       0
     0	       1       7.325	 33	  12	   0	     0	       0
     1	       1       3.517	 26	  10	   0	     0	       0
     1	       1      17.140	 35	  12	   0	     0	       0
     1	       1      24.054	 40	  12	   0	     0	       0
     1	       1       6.144	 42	  12	   1	     0	       0
     1	       0      13.211	 34	  12	   1	     0	       0
     1	       0       9.309	 45	  12	   0	     0	       0
     1	       1       3.135	 40	  10	   0	     0	       0
     1	       1       2.935	 45	  10	   0	     0	       0
     1	       1       9.067	 41	  12	   0	     0	       0
     1	       0      10.629	 44	  12	   0	     0	       0
     1	       1       8.207	 24	  12	   0	     0	       0
     1	       1       9.772	 42	  12	   0	     0	       0
     1	       1       8.955	 46	  12	   0	     0	       0
     1	       1       6.204	 46	  10	   0	     0	       0
     1	       0       9.378	 32	  12	   1	     0	       0
     0	       0      54.281	 45	  12	   0	     0	       0
     1	       1       7.525	 31	  12	   0	     0	       1
     0	       0      11.504	 32	  12	   0	     1	       0
     1	       0       5.763	 42	  12	   0	     0	       0
     0	       0       5.683	 32	  12	   0	     0	       1
     1	       0      10.937	 40	  12	   0	     0	       0
     1	       1       9.361	 45	  12	   0	     0	       0
     0	       0       6.342	 35	  12	   0	     0	       1
     0	       1       7.160	 31	  10	   0	     0	       0
     0	       1       7.788	 31	  12	   0	     0	       1
     1	       1       2.402	 25	  10	   1	     0	       0
